# pin 1f70213d4922b434345f639b441681e470c7cfc1
token/0/Initializer	panic:message:Unhandled case in Node.Initializer
token/0/TagName	panic:message:Unhandled case in Node.TagName: KindUnknown
token/0/PropertyName	value:nil
token/0/Label	panic:message:Unhandled case in Node.Label: KindUnknown
token/0/Attributes	panic:message:Unhandled case in Node.Attributes: KindUnknown
token/0/ModuleSpecifier	panic:message:Unhandled case in Node.ModuleSpecifier: KindUnknown
token/0/ImportClause	panic:message:Unhandled case in Node.ImportClause: KindUnknown
token/0/Statement	panic:message:Unhandled case in Node.Statement: KindUnknown
token/0/PostfixToken	value:nil
token/0/QuestionDotToken	panic:message:Unhandled case in Node.QuestionDotToken: KindUnknown
token/0/TypeExpression	panic:message:Unhandled case in Node.TypeExpression: KindUnknown
token/0/ClassName	panic:message:Unhandled case in Node.ClassName: KindUnknown
token/0/Body	value:nil
token/0/PropertyNameOrName	value:nil
token/0/ArgumentList	panic:message:Unhandled case in Node.Arguments: KindUnknown
token/0/TypeArgumentList	panic:message:Unhandled case in Node.TypeArguments
token/0/TypeParameterList	panic:message:Unhandled case in Node.TypeParameterList
token/0/ParameterList	panic:nil
token/0/MemberList	panic:message:Unhandled case in Node.MemberList: KindUnknown
token/0/StatementList	panic:message:Unhandled case in Node.StatementList: KindUnknown
token/0/CommentList	panic:message:Unhandled case in Node.CommentList: KindUnknown
token/0/Children	panic:message:Unhandled case in Node.Children: KindUnknown
token/0/PropertyList	panic:message:Unhandled case in Node.PropertyList: KindUnknown
token/0/ElementList	panic:message:Unhandled case in Node.ElementList: KindUnknown
token/0/Modifiers	value:nil
token/0/Arguments	panic:message:Unhandled case in Node.Arguments: KindUnknown
token/0/TypeArguments	panic:message:Unhandled case in Node.TypeArguments
token/0/TypeParameters	panic:message:Unhandled case in Node.TypeParameterList
token/0/Parameters	panic:nil
token/0/Members	panic:message:Unhandled case in Node.MemberList: KindUnknown
token/0/Statements	panic:message:Unhandled case in Node.StatementList: KindUnknown
token/0/ModifierNodes	value:
token/0/Comments	panic:message:Unhandled case in Node.CommentList: KindUnknown
token/0/Properties	panic:message:Unhandled case in Node.PropertyList: KindUnknown
token/0/Elements	panic:message:Unhandled case in Node.ElementList: KindUnknown
token/0/QuestionToken	value:nil
token/0/ModifierFlags	value:0
token/0/KindString	value:KindUnknown
token/0/KindValue	value:0
token/0/CanHaveStatements	value:false
token/0/IsTypeOnly	value:false
token/0/Text	panic:message:Unhandled case in Node.Text: *ast.Token
token/0/RawText	panic:message:Unhandled case in Node.RawText: KindUnknown
token/0/SetExpression	panic:message:Unhandled case in mutableNode.SetExpression: KindUnknown
token/0/SetType	panic:message:Unhandled case in mutableNode.SetType: KindUnknown
token/0/SetInitializer	panic:message:Unhandled case in mutableNode.SetInitializer
token/0/SetModifiers	value:0
token/1/Name	value:nil
token/1/Expression	panic:message:Unhandled case in Node.Expression: KindEndOfFile
token/1/Type	value:nil
token/1/Initializer	panic:message:Unhandled case in Node.Initializer
token/1/TagName	panic:message:Unhandled case in Node.TagName: KindEndOfFile
token/1/PropertyName	value:nil
token/1/Label	panic:message:Unhandled case in Node.Label: KindEndOfFile
token/1/Attributes	panic:message:Unhandled case in Node.Attributes: KindEndOfFile
token/1/ModuleSpecifier	panic:message:Unhandled case in Node.ModuleSpecifier: KindEndOfFile
token/1/ImportClause	panic:message:Unhandled case in Node.ImportClause: KindEndOfFile
token/1/Statement	panic:message:Unhandled case in Node.Statement: KindEndOfFile
token/1/PostfixToken	value:nil
token/1/QuestionDotToken	panic:message:Unhandled case in Node.QuestionDotToken: KindEndOfFile
token/1/TypeExpression	panic:message:Unhandled case in Node.TypeExpression: KindEndOfFile
token/1/ClassName	panic:message:Unhandled case in Node.ClassName: KindEndOfFile
token/1/Body	value:nil
token/1/PropertyNameOrName	value:nil
token/1/ArgumentList	panic:message:Unhandled case in Node.Arguments: KindEndOfFile
token/1/TypeArgumentList	panic:message:Unhandled case in Node.TypeArguments
token/1/TypeParameterList	panic:message:Unhandled case in Node.TypeParameterList
token/1/ParameterList	panic:nil
token/1/MemberList	panic:message:Unhandled case in Node.MemberList: KindEndOfFile
token/1/StatementList	panic:message:Unhandled case in Node.StatementList: KindEndOfFile
token/1/CommentList	panic:message:Unhandled case in Node.CommentList: KindEndOfFile
token/1/Children	panic:message:Unhandled case in Node.Children: KindEndOfFile
token/1/PropertyList	panic:message:Unhandled case in Node.PropertyList: KindEndOfFile
token/1/ElementList	panic:message:Unhandled case in Node.ElementList: KindEndOfFile
token/1/Modifiers	value:nil
token/1/Arguments	panic:message:Unhandled case in Node.Arguments: KindEndOfFile
token/1/TypeArguments	panic:message:Unhandled case in Node.TypeArguments
token/1/TypeParameters	panic:message:Unhandled case in Node.TypeParameterList
token/1/Parameters	panic:nil
token/1/Members	panic:message:Unhandled case in Node.MemberList: KindEndOfFile
token/1/Statements	panic:message:Unhandled case in Node.StatementList: KindEndOfFile
token/1/ModifierNodes	value:
token/1/Comments	panic:message:Unhandled case in Node.CommentList: KindEndOfFile
token/1/Properties	panic:message:Unhandled case in Node.PropertyList: KindEndOfFile
token/1/Elements	panic:message:Unhandled case in Node.ElementList: KindEndOfFile
token/1/QuestionToken	value:nil
token/1/ModifierFlags	value:0
token/1/KindString	value:KindEndOfFile
token/1/KindValue	value:1
token/1/CanHaveStatements	value:false
token/1/IsTypeOnly	value:false
token/1/Text	panic:message:Unhandled case in Node.Text: *ast.Token
token/1/RawText	panic:message:Unhandled case in Node.RawText: KindEndOfFile
token/1/SetExpression	panic:message:Unhandled case in mutableNode.SetExpression: KindEndOfFile
token/1/SetType	panic:message:Unhandled case in mutableNode.SetType: KindEndOfFile
token/1/SetInitializer	panic:message:Unhandled case in mutableNode.SetInitializer
token/1/SetModifiers	value:0
token/2/Name	value:nil
token/2/Expression	panic:message:Unhandled case in Node.Expression: KindSingleLineCommentTrivia
token/2/Type	value:nil
token/2/Initializer	panic:message:Unhandled case in Node.Initializer
token/2/TagName	panic:message:Unhandled case in Node.TagName: KindSingleLineCommentTrivia
token/2/PropertyName	value:nil
token/2/Label	panic:message:Unhandled case in Node.Label: KindSingleLineCommentTrivia
token/2/Attributes	panic:message:Unhandled case in Node.Attributes: KindSingleLineCommentTrivia
token/2/ModuleSpecifier	panic:message:Unhandled case in Node.ModuleSpecifier: KindSingleLineCommentTrivia
token/2/ImportClause	panic:message:Unhandled case in Node.ImportClause: KindSingleLineCommentTrivia
token/2/Statement	panic:message:Unhandled case in Node.Statement: KindSingleLineCommentTrivia
token/2/PostfixToken	value:nil
token/2/QuestionDotToken	panic:message:Unhandled case in Node.QuestionDotToken: KindSingleLineCommentTrivia
token/2/TypeExpression	panic:message:Unhandled case in Node.TypeExpression: KindSingleLineCommentTrivia
token/2/ClassName	panic:message:Unhandled case in Node.ClassName: KindSingleLineCommentTrivia
token/2/Body	value:nil
token/2/PropertyNameOrName	value:nil
token/2/ArgumentList	panic:message:Unhandled case in Node.Arguments: KindSingleLineCommentTrivia
token/2/TypeArgumentList	panic:message:Unhandled case in Node.TypeArguments
token/2/TypeParameterList	panic:message:Unhandled case in Node.TypeParameterList
token/2/ParameterList	panic:nil
token/2/MemberList	panic:message:Unhandled case in Node.MemberList: KindSingleLineCommentTrivia
token/2/StatementList	panic:message:Unhandled case in Node.StatementList: KindSingleLineCommentTrivia
token/2/CommentList	panic:message:Unhandled case in Node.CommentList: KindSingleLineCommentTrivia
token/2/Children	panic:message:Unhandled case in Node.Children: KindSingleLineCommentTrivia
token/2/PropertyList	panic:message:Unhandled case in Node.PropertyList: KindSingleLineCommentTrivia
token/2/ElementList	panic:message:Unhandled case in Node.ElementList: KindSingleLineCommentTrivia
token/2/Modifiers	value:nil
token/2/Arguments	panic:message:Unhandled case in Node.Arguments: KindSingleLineCommentTrivia
token/2/TypeArguments	panic:message:Unhandled case in Node.TypeArguments
token/2/TypeParameters	panic:message:Unhandled case in Node.TypeParameterList
token/2/Parameters	panic:nil
token/2/Members	panic:message:Unhandled case in Node.MemberList: KindSingleLineCommentTrivia
token/2/Statements	panic:message:Unhandled case in Node.StatementList: KindSingleLineCommentTrivia
token/2/ModifierNodes	value:
token/2/Comments	panic:message:Unhandled case in Node.CommentList: KindSingleLineCommentTrivia
token/2/Properties	panic:message:Unhandled case in Node.PropertyList: KindSingleLineCommentTrivia
token/2/Elements	panic:message:Unhandled case in Node.ElementList: KindSingleLineCommentTrivia
token/2/QuestionToken	value:nil
token/2/ModifierFlags	value:0
token/2/KindString	value:KindSingleLineCommentTrivia
token/2/KindValue	value:2
token/2/CanHaveStatements	value:false
token/2/IsTypeOnly	value:false
token/2/Text	panic:message:Unhandled case in Node.Text: *ast.Token
token/2/RawText	panic:message:Unhandled case in Node.RawText: KindSingleLineCommentTrivia
token/2/SetExpression	panic:message:Unhandled case in mutableNode.SetExpression: KindSingleLineCommentTrivia
token/2/SetType	panic:message:Unhandled case in mutableNode.SetType: KindSingleLineCommentTrivia
token/2/SetInitializer	panic:message:Unhandled case in mutableNode.SetInitializer
token/2/SetModifiers	value:0
token/3/Name	value:nil
token/3/Expression	panic:message:Unhandled case in Node.Expression: KindMultiLineCommentTrivia
token/3/Type	value:nil
token/3/Initializer	panic:message:Unhandled case in Node.Initializer
token/3/TagName	panic:message:Unhandled case in Node.TagName: KindMultiLineCommentTrivia
token/3/PropertyName	value:nil
token/3/Label	panic:message:Unhandled case in Node.Label: KindMultiLineCommentTrivia
token/3/Attributes	panic:message:Unhandled case in Node.Attributes: KindMultiLineCommentTrivia
token/3/ModuleSpecifier	panic:message:Unhandled case in Node.ModuleSpecifier: KindMultiLineCommentTrivia
token/3/ImportClause	panic:message:Unhandled case in Node.ImportClause: KindMultiLineCommentTrivia
token/3/Statement	panic:message:Unhandled case in Node.Statement: KindMultiLineCommentTrivia
token/3/PostfixToken	value:nil
token/3/QuestionDotToken	panic:message:Unhandled case in Node.QuestionDotToken: KindMultiLineCommentTrivia
token/3/TypeExpression	panic:message:Unhandled case in Node.TypeExpression: KindMultiLineCommentTrivia
token/3/ClassName	panic:message:Unhandled case in Node.ClassName: KindMultiLineCommentTrivia
token/3/Body	value:nil
token/3/PropertyNameOrName	value:nil
token/3/ArgumentList	panic:message:Unhandled case in Node.Arguments: KindMultiLineCommentTrivia
token/3/TypeArgumentList	panic:message:Unhandled case in Node.TypeArguments
token/3/TypeParameterList	panic:message:Unhandled case in Node.TypeParameterList
token/3/ParameterList	panic:nil
token/3/MemberList	panic:message:Unhandled case in Node.MemberList: KindMultiLineCommentTrivia
token/3/StatementList	panic:message:Unhandled case in Node.StatementList: KindMultiLineCommentTrivia
token/3/CommentList	panic:message:Unhandled case in Node.CommentList: KindMultiLineCommentTrivia
token/3/Children	panic:message:Unhandled case in Node.Children: KindMultiLineCommentTrivia
token/3/PropertyList	panic:message:Unhandled case in Node.PropertyList: KindMultiLineCommentTrivia
token/3/ElementList	panic:message:Unhandled case in Node.ElementList: KindMultiLineCommentTrivia
token/3/Modifiers	value:nil
token/3/Arguments	panic:message:Unhandled case in Node.Arguments: KindMultiLineCommentTrivia
token/3/TypeArguments	panic:message:Unhandled case in Node.TypeArguments
token/3/TypeParameters	panic:message:Unhandled case in Node.TypeParameterList
token/3/Parameters	panic:nil
token/3/Members	panic:message:Unhandled case in Node.MemberList: KindMultiLineCommentTrivia
token/3/Statements	panic:message:Unhandled case in Node.StatementList: KindMultiLineCommentTrivia
token/3/ModifierNodes	value:
token/3/Comments	panic:message:Unhandled case in Node.CommentList: KindMultiLineCommentTrivia
token/3/Properties	panic:message:Unhandled case in Node.PropertyList: KindMultiLineCommentTrivia
token/3/Elements	panic:message:Unhandled case in Node.ElementList: KindMultiLineCommentTrivia
token/3/QuestionToken	value:nil
token/3/ModifierFlags	value:0
token/3/KindString	value:KindMultiLineCommentTrivia
token/3/KindValue	value:3
token/3/CanHaveStatements	value:false
token/3/IsTypeOnly	value:false
token/3/Text	panic:message:Unhandled case in Node.Text: *ast.Token
token/3/RawText	panic:message:Unhandled case in Node.RawText: KindMultiLineCommentTrivia
token/3/SetExpression	panic:message:Unhandled case in mutableNode.SetExpression: KindMultiLineCommentTrivia
token/3/SetType	panic:message:Unhandled case in mutableNode.SetType: KindMultiLineCommentTrivia
token/3/SetInitializer	panic:message:Unhandled case in mutableNode.SetInitializer
token/3/SetModifiers	value:0
token/4/Name	value:nil
token/4/Expression	panic:message:Unhandled case in Node.Expression: KindNewLineTrivia
token/4/Type	value:nil
token/4/Initializer	panic:message:Unhandled case in Node.Initializer
token/4/TagName	panic:message:Unhandled case in Node.TagName: KindNewLineTrivia
token/4/PropertyName	value:nil
token/4/Label	panic:message:Unhandled case in Node.Label: KindNewLineTrivia
token/4/Attributes	panic:message:Unhandled case in Node.Attributes: KindNewLineTrivia
token/4/ModuleSpecifier	panic:message:Unhandled case in Node.ModuleSpecifier: KindNewLineTrivia
token/4/ImportClause	panic:message:Unhandled case in Node.ImportClause: KindNewLineTrivia
token/4/Statement	panic:message:Unhandled case in Node.Statement: KindNewLineTrivia
token/4/PostfixToken	value:nil
token/4/QuestionDotToken	panic:message:Unhandled case in Node.QuestionDotToken: KindNewLineTrivia
token/4/TypeExpression	panic:message:Unhandled case in Node.TypeExpression: KindNewLineTrivia
token/4/ClassName	panic:message:Unhandled case in Node.ClassName: KindNewLineTrivia
token/4/Body	value:nil
token/4/PropertyNameOrName	value:nil
token/4/ArgumentList	panic:message:Unhandled case in Node.Arguments: KindNewLineTrivia
token/4/TypeArgumentList	panic:message:Unhandled case in Node.TypeArguments
token/4/TypeParameterList	panic:message:Unhandled case in Node.TypeParameterList
token/4/ParameterList	panic:nil
token/4/MemberList	panic:message:Unhandled case in Node.MemberList: KindNewLineTrivia
token/4/StatementList	panic:message:Unhandled case in Node.StatementList: KindNewLineTrivia
token/4/CommentList	panic:message:Unhandled case in Node.CommentList: KindNewLineTrivia
token/4/Children	panic:message:Unhandled case in Node.Children: KindNewLineTrivia
token/4/PropertyList	panic:message:Unhandled case in Node.PropertyList: KindNewLineTrivia
token/4/ElementList	panic:message:Unhandled case in Node.ElementList: KindNewLineTrivia
token/4/Modifiers	value:nil
token/4/Arguments	panic:message:Unhandled case in Node.Arguments: KindNewLineTrivia
token/4/TypeArguments	panic:message:Unhandled case in Node.TypeArguments
token/4/TypeParameters	panic:message:Unhandled case in Node.TypeParameterList
token/4/Parameters	panic:nil
token/4/Members	panic:message:Unhandled case in Node.MemberList: KindNewLineTrivia
token/4/Statements	panic:message:Unhandled case in Node.StatementList: KindNewLineTrivia
token/4/ModifierNodes	value:
token/4/Comments	panic:message:Unhandled case in Node.CommentList: KindNewLineTrivia
token/4/Properties	panic:message:Unhandled case in Node.PropertyList: KindNewLineTrivia
token/4/Elements	panic:message:Unhandled case in Node.ElementList: KindNewLineTrivia
token/4/QuestionToken	value:nil
token/4/ModifierFlags	value:0
token/4/KindString	value:KindNewLineTrivia
token/4/KindValue	value:4
token/4/CanHaveStatements	value:false
token/4/IsTypeOnly	value:false
token/4/Text	panic:message:Unhandled case in Node.Text: *ast.Token
token/4/RawText	panic:message:Unhandled case in Node.RawText: KindNewLineTrivia
token/4/SetExpression	panic:message:Unhandled case in mutableNode.SetExpression: KindNewLineTrivia
token/4/SetType	panic:message:Unhandled case in mutableNode.SetType: KindNewLineTrivia
token/4/SetInitializer	panic:message:Unhandled case in mutableNode.SetInitializer
token/4/SetModifiers	value:0
token/5/Name	value:nil
token/5/Expression	panic:message:Unhandled case in Node.Expression: KindWhitespaceTrivia
token/5/Type	value:nil
token/5/Initializer	panic:message:Unhandled case in Node.Initializer
token/5/TagName	panic:message:Unhandled case in Node.TagName: KindWhitespaceTrivia
token/5/PropertyName	value:nil
token/5/Label	panic:message:Unhandled case in Node.Label: KindWhitespaceTrivia
token/5/Attributes	panic:message:Unhandled case in Node.Attributes: KindWhitespaceTrivia
token/5/ModuleSpecifier	panic:message:Unhandled case in Node.ModuleSpecifier: KindWhitespaceTrivia
token/5/ImportClause	panic:message:Unhandled case in Node.ImportClause: KindWhitespaceTrivia
token/5/Statement	panic:message:Unhandled case in Node.Statement: KindWhitespaceTrivia
token/5/PostfixToken	value:nil
token/5/QuestionDotToken	panic:message:Unhandled case in Node.QuestionDotToken: KindWhitespaceTrivia
token/5/TypeExpression	panic:message:Unhandled case in Node.TypeExpression: KindWhitespaceTrivia
token/5/ClassName	panic:message:Unhandled case in Node.ClassName: KindWhitespaceTrivia
token/5/Body	value:nil
token/5/PropertyNameOrName	value:nil
token/5/ArgumentList	panic:message:Unhandled case in Node.Arguments: KindWhitespaceTrivia
token/5/TypeArgumentList	panic:message:Unhandled case in Node.TypeArguments
token/5/TypeParameterList	panic:message:Unhandled case in Node.TypeParameterList
token/5/ParameterList	panic:nil
token/5/MemberList	panic:message:Unhandled case in Node.MemberList: KindWhitespaceTrivia
token/5/StatementList	panic:message:Unhandled case in Node.StatementList: KindWhitespaceTrivia
token/5/CommentList	panic:message:Unhandled case in Node.CommentList: KindWhitespaceTrivia
token/5/Children	panic:message:Unhandled case in Node.Children: KindWhitespaceTrivia
token/5/PropertyList	panic:message:Unhandled case in Node.PropertyList: KindWhitespaceTrivia
token/5/ElementList	panic:message:Unhandled case in Node.ElementList: KindWhitespaceTrivia
token/5/Modifiers	value:nil
token/5/Arguments	panic:message:Unhandled case in Node.Arguments: KindWhitespaceTrivia
token/5/TypeArguments	panic:message:Unhandled case in Node.TypeArguments
token/5/TypeParameters	panic:message:Unhandled case in Node.TypeParameterList
token/5/Parameters	panic:nil
token/5/Members	panic:message:Unhandled case in Node.MemberList: KindWhitespaceTrivia
token/5/Statements	panic:message:Unhandled case in Node.StatementList: KindWhitespaceTrivia
token/5/ModifierNodes	value:
token/5/Comments	panic:message:Unhandled case in Node.CommentList: KindWhitespaceTrivia
token/5/Properties	panic:message:Unhandled case in Node.PropertyList: KindWhitespaceTrivia
token/5/Elements	panic:message:Unhandled case in Node.ElementList: KindWhitespaceTrivia
token/5/QuestionToken	value:nil
token/5/ModifierFlags	value:0
token/5/KindString	value:KindWhitespaceTrivia
token/5/KindValue	value:5
token/5/CanHaveStatements	value:false
token/5/IsTypeOnly	value:false
token/5/Text	panic:message:Unhandled case in Node.Text: *ast.Token
token/5/RawText	panic:message:Unhandled case in Node.RawText: KindWhitespaceTrivia
token/5/SetExpression	panic:message:Unhandled case in mutableNode.SetExpression: KindWhitespaceTrivia
token/5/SetType	panic:message:Unhandled case in mutableNode.SetType: KindWhitespaceTrivia
token/5/SetInitializer	panic:message:Unhandled case in mutableNode.SetInitializer
token/5/SetModifiers	value:0
token/6/Name	value:nil
token/6/Expression	panic:message:Unhandled case in Node.Expression: KindConflictMarkerTrivia
token/6/Type	value:nil
token/6/Initializer	panic:message:Unhandled case in Node.Initializer
token/6/TagName	panic:message:Unhandled case in Node.TagName: KindConflictMarkerTrivia
token/6/PropertyName	value:nil
token/6/Label	panic:message:Unhandled case in Node.Label: KindConflictMarkerTrivia
token/6/Attributes	panic:message:Unhandled case in Node.Attributes: KindConflictMarkerTrivia
token/6/ModuleSpecifier	panic:message:Unhandled case in Node.ModuleSpecifier: KindConflictMarkerTrivia
token/6/ImportClause	panic:message:Unhandled case in Node.ImportClause: KindConflictMarkerTrivia
token/6/Statement	panic:message:Unhandled case in Node.Statement: KindConflictMarkerTrivia
token/6/PostfixToken	value:nil
token/6/QuestionDotToken	panic:message:Unhandled case in Node.QuestionDotToken: KindConflictMarkerTrivia
token/6/TypeExpression	panic:message:Unhandled case in Node.TypeExpression: KindConflictMarkerTrivia
token/6/ClassName	panic:message:Unhandled case in Node.ClassName: KindConflictMarkerTrivia
token/6/Body	value:nil
token/6/PropertyNameOrName	value:nil
token/6/ArgumentList	panic:message:Unhandled case in Node.Arguments: KindConflictMarkerTrivia
token/6/TypeArgumentList	panic:message:Unhandled case in Node.TypeArguments
token/6/TypeParameterList	panic:message:Unhandled case in Node.TypeParameterList
token/6/ParameterList	panic:nil
token/6/MemberList	panic:message:Unhandled case in Node.MemberList: KindConflictMarkerTrivia
token/6/StatementList	panic:message:Unhandled case in Node.StatementList: KindConflictMarkerTrivia
token/6/CommentList	panic:message:Unhandled case in Node.CommentList: KindConflictMarkerTrivia
token/6/Children	panic:message:Unhandled case in Node.Children: KindConflictMarkerTrivia
token/6/PropertyList	panic:message:Unhandled case in Node.PropertyList: KindConflictMarkerTrivia
token/6/ElementList	panic:message:Unhandled case in Node.ElementList: KindConflictMarkerTrivia
token/6/Modifiers	value:nil
token/6/Arguments	panic:message:Unhandled case in Node.Arguments: KindConflictMarkerTrivia
token/6/TypeArguments	panic:message:Unhandled case in Node.TypeArguments
token/6/TypeParameters	panic:message:Unhandled case in Node.TypeParameterList
token/6/Parameters	panic:nil
token/6/Members	panic:message:Unhandled case in Node.MemberList: KindConflictMarkerTrivia
token/6/Statements	panic:message:Unhandled case in Node.StatementList: KindConflictMarkerTrivia
token/6/ModifierNodes	value:
token/6/Comments	panic:message:Unhandled case in Node.CommentList: KindConflictMarkerTrivia
token/6/Properties	panic:message:Unhandled case in Node.PropertyList: KindConflictMarkerTrivia
token/6/Elements	panic:message:Unhandled case in Node.ElementList: KindConflictMarkerTrivia
token/6/QuestionToken	value:nil
token/6/ModifierFlags	value:0
token/6/KindString	value:KindConflictMarkerTrivia
token/6/KindValue	value:6
token/6/CanHaveStatements	value:false
token/6/IsTypeOnly	value:false
token/6/Text	panic:message:Unhandled case in Node.Text: *ast.Token
token/6/RawText	panic:message:Unhandled case in Node.RawText: KindConflictMarkerTrivia
token/6/SetExpression	panic:message:Unhandled case in mutableNode.SetExpression: KindConflictMarkerTrivia
token/6/SetType	panic:message:Unhandled case in mutableNode.SetType: KindConflictMarkerTrivia
token/6/SetInitializer	panic:message:Unhandled case in mutableNode.SetInitializer
token/6/SetModifiers	value:0
token/7/Name	value:nil
token/7/Expression	panic:message:Unhandled case in Node.Expression: KindNonTextFileMarkerTrivia
token/7/Type	value:nil
token/7/Initializer	panic:message:Unhandled case in Node.Initializer
token/7/TagName	panic:message:Unhandled case in Node.TagName: KindNonTextFileMarkerTrivia
token/7/PropertyName	value:nil
token/7/Label	panic:message:Unhandled case in Node.Label: KindNonTextFileMarkerTrivia
token/7/Attributes	panic:message:Unhandled case in Node.Attributes: KindNonTextFileMarkerTrivia
token/7/ModuleSpecifier	panic:message:Unhandled case in Node.ModuleSpecifier: KindNonTextFileMarkerTrivia
token/7/ImportClause	panic:message:Unhandled case in Node.ImportClause: KindNonTextFileMarkerTrivia
token/7/Statement	panic:message:Unhandled case in Node.Statement: KindNonTextFileMarkerTrivia
token/7/PostfixToken	value:nil
token/7/QuestionDotToken	panic:message:Unhandled case in Node.QuestionDotToken: KindNonTextFileMarkerTrivia
token/7/TypeExpression	panic:message:Unhandled case in Node.TypeExpression: KindNonTextFileMarkerTrivia
token/7/ClassName	panic:message:Unhandled case in Node.ClassName: KindNonTextFileMarkerTrivia
token/7/Body	value:nil
token/7/PropertyNameOrName	value:nil
token/7/ArgumentList	panic:message:Unhandled case in Node.Arguments: KindNonTextFileMarkerTrivia
token/7/TypeArgumentList	panic:message:Unhandled case in Node.TypeArguments
token/7/TypeParameterList	panic:message:Unhandled case in Node.TypeParameterList
token/7/ParameterList	panic:nil
token/7/MemberList	panic:message:Unhandled case in Node.MemberList: KindNonTextFileMarkerTrivia
token/7/StatementList	panic:message:Unhandled case in Node.StatementList: KindNonTextFileMarkerTrivia
token/7/CommentList	panic:message:Unhandled case in Node.CommentList: KindNonTextFileMarkerTrivia
token/7/Children	panic:message:Unhandled case in Node.Children: KindNonTextFileMarkerTrivia
token/7/PropertyList	panic:message:Unhandled case in Node.PropertyList: KindNonTextFileMarkerTrivia
token/7/ElementList	panic:message:Unhandled case in Node.ElementList: KindNonTextFileMarkerTrivia
token/7/Modifiers	value:nil
token/7/Arguments	panic:message:Unhandled case in Node.Arguments: KindNonTextFileMarkerTrivia
token/7/TypeArguments	panic:message:Unhandled case in Node.TypeArguments
token/7/TypeParameters	panic:message:Unhandled case in Node.TypeParameterList
token/7/Parameters	panic:nil
token/7/Members	panic:message:Unhandled case in Node.MemberList: KindNonTextFileMarkerTrivia
token/7/Statements	panic:message:Unhandled case in Node.StatementList: KindNonTextFileMarkerTrivia
token/7/ModifierNodes	value:
token/7/Comments	panic:message:Unhandled case in Node.CommentList: KindNonTextFileMarkerTrivia
token/7/Properties	panic:message:Unhandled case in Node.PropertyList: KindNonTextFileMarkerTrivia
token/7/Elements	panic:message:Unhandled case in Node.ElementList: KindNonTextFileMarkerTrivia
